ID,Class,category,x1,x2
PTC2291,9,Polyesters,7.8176703,17.849405
PTC0383,5,Polyhalo-olefins,7.550662,9.541527
PTC2563,8,Polysulfides,10.413078,4.4484425
PTC1688,17,Polyketones,11.959672,20.097038
PTC2116,7,Polyethers,5.62597,11.906485
PTC1196,10,Polyamides,23.579748,0.47815382
PTC4351,10,Polyamides,22.883446,9.85933
PTC1405,11,Polyurethanes,14.717131,8.57684
PTC0697,10,Polyamides,6.1764035,2.5761347
PTC0523,14,Polyanhydrides,5.0514297,5.3068476
PTC2893,10,Polyamides,8.886803,11.3431015
PTC0116,9,Polyesters,-5.634772,0.92461514
PTC0507,10,Polyamides,13.199216,8.421667
PTC0151,3,Polyvinyls,3.1809058,12.357534
PTC4284,17,Polyketones,7.141725,6.0298433
PTC3016,12,Polyureas,6.385171,10.591013
PTC2991,10,Polyamides,-6.4987407,-2.1652362
PTC1216,10,Polyamides,6.934851,10.58826
PTC1938,6,Polydienes,6.13038,9.452142
PTC0210,6,Polydienes,5.201843,8.334178
PTC2981,10,Polyamides,5.806117,14.123164
PTC0014,4,Polyacrylics,2.3286724,12.569192
PTC0747,11,Polyurethanes,-4.910438,4.3582387
PTC2176,7,Polyethers,8.698339,10.011316
PTC2943,10,Polyamides,1.5702254,14.820947
PTC4287,1,Polyolefins,15.284749,2.18547
PTC3761,4,Polyacrylics,14.155543,11.960034
PTC2685,9,Polyesters,9.163951,16.470114
PTC0915,9,Polyesters,13.130597,22.648336
PTC2651,9,Polyesters,18.401312,8.593837
PTC2678,9,Polyesters,-6.7428946,10.766925
PTC0900,9,Polyesters,11.02759,15.837131
PTC0586,9,Polyesters,11.241428,8.443929
PTC0455,7,Polyethers,10.108471,19.145477
PTC1303,10,Polyamides,6.650308,12.165776
PTC2493,9,Polyesters,3.7148051,20.738503
PTC4344,10,Polyamides,8.240679,11.226785
PTC1181,10,Polyamides,23.454683,0.36307868
PTC1317,10,Polyamides,6.1289935,13.083677
PTC0098,9,Polyesters,11.301703,12.1032
PTC1417,11,Polyurethanes,12.765759,-6.746357
PTC1748,1,Polyolefins,6.3689246,9.5715
PTC0758,8,Polysulfides,7.0197453,6.575556
PTC4314,9,Polyesters,-4.646765,-0.7584826
PTC4187,3,Polyvinyls,5.081137,10.346907
PTC0350,4,Polyacrylics,3.1170268,12.138837
PTC4030,3,Polyvinyls,6.525976,9.695787
PTC0899,9,Polyesters,11.084629,15.74305
PTC4104,5,Polyhalo-olefins,6.710656,9.272429
PTC4169,9,Polyesters,7.1244245,11.837471
PTC2813,9,Polyesters,13.109235,22.628065
PTC1193,10,Polyamides,23.550991,0.452882
PTC1133,10,Polyamides,4.31341,18.2239
PTC2895,10,Polyamides,7.066849,13.7685585
PTC0764,8,Polysulfides,8.940622,13.99805
PTC3051,10,Polyamides,23.416922,0.31339955
PTC4103,13,Polyimides,-0.5369635,4.7518206
PTC2129,15,Polycarbonates,5.22698,-2.225378
PTC2909,10,Polyamides,4.0111227,4.902645
PTC0415,7,Polyethers,6.7935615,9.83498
PTC1459,11,Polyurethanes,9.083247,16.576889
PTC0097,9,Polyesters,11.160544,7.9807134
PTC1623,15,Polycarbonates,10.659624,7.012864
PTC4306,14,Polyanhydrides,4.8759575,5.63144
PTC3014,12,Polyureas,6.4453506,10.430471
PTC3950,9,Polyesters,11.058584,8.192094
PTC1954,9,Polyesters,-0.29835203,24.483847
PTC1205,10,Polyamides,23.498127,0.37227237
PTC1159,10,Polyamides,13.714587,12.273897
PTC0627,9,Polyesters,-0.27183816,24.45722
PTC0891,9,Polyesters,7.0107627,10.456809
PTC0439,7,Polyethers,6.0555086,9.673861
PTC1979,10,Polyamides,7.4667172,27.082453
PTC1318,10,Polyamides,6.1071796,13.059438
PTC3338,13,Polyimides,-2.3000102,8.693571
PTC1179,10,Polyamides,23.47462,0.37082115
PTC1056,9,Polyesters,11.916729,7.7164135
PTC1802,3,Polyvinyls,3.7982204,11.432652
PTC0823,9,Polyesters,13.09696,22.614723
PTC4386,9,Polyesters,12.140252,7.540243
PTC0205,6,Polydienes,5.201069,8.302933
PTC2006,7,Polyethers,5.4133925,10.863083
PTC1315,10,Polyamides,17.507196,6.4755487
PTC1091,10,Polyamides,-3.2078772,17.320627
PTC3413,15,Polycarbonates,9.255161,12.462712
PTC1389,11,Polyurethanes,14.639031,16.360954
PTC1435,11,Polyurethanes,13.833826,15.828864
PTC0771,8,Polysulfides,9.2014675,17.576778
PTC0334,4,Polyacrylics,14.515726,11.657273
PTC1755,1,Polyolefins,15.284894,2.1853757
PTC0564,7,Polyethers,5.4211006,10.898681
PTC1284,10,Polyamides,8.816483,11.192646
PTC2760,9,Polyesters,13.217881,22.729618
PTC0154,3,Polyvinyls,3.2149944,12.329346
PTC2369,15,Polycarbonates,7.2289352,18.525326
PTC3697,19,Polyphenylenes,7.1338887,6.3651323
PTC1022,9,Polyesters,12.016512,10.851448
PTC4070,13,Polyimides,7.357513,4.9220405
PTC2805,9,Polyesters,8.9675865,16.338018
PTC0457,7,Polyethers,-6.372388,1.208074
PTC1186,10,Polyamides,23.488134,0.38238075
PTC1010,9,Polyesters,11.038156,10.666192
PTC1762,1,Polyolefins,5.737001,8.901723
PTC2425,8,Polysulfides,8.8962755,6.011117
PTC3450,15,Polycarbonates,10.375377,6.9197145
PTC0870,9,Polyesters,11.08297,15.739605
PTC2649,9,Polyesters,2.4627745,-9.99087
PTC0955,9,Polyesters,13.63115,12.308724
PTC3299,13,Polyimides,16.994198,14.702884
PTC1343,10,Polyamides,-3.616436,-4.7335625
PTC0940,9,Polyesters,11.357154,12.59316
PTC0500,10,Polyamides,-11.057145,10.4404
PTC3442,15,Polycarbonates,10.943204,7.3205595
PTC4310,10,Polyamides,6.2432985,2.4124494
PTC2662,9,Polyesters,-0.7169922,12.940109
PTC4488,9,Polyesters,12.013426,7.130499
PTC0850,9,Polyesters,13.117267,22.635502
PTC0790,8,Polysulfides,8.194206,6.3458667
PTC0540,9,Polyesters,7.2868094,11.871611
PTC1932,5,Polyhalo-olefins,4.270402,11.057779
PTC1456,11,Polyurethanes,8.85805,11.309821
PTC1883,4,Polyacrylics,1.9598567,12.06239
PTC1487,12,Polyureas,15.3868065,-2.4545546
PTC1441,11,Polyurethanes,10.040687,12.288774
PTC0809,9,Polyesters,5.703958,20.667452
PTC0451,7,Polyethers,10.107946,19.145042
PTC0423,7,Polyethers,3.783607,10.146312
PTC2765,9,Polyesters,-4.703618,-0.7155615
PTC0410,7,Polyethers,5.408437,10.84266
PTC1476,12,Polyureas,16.023388,-2.7336495
PTC4315,9,Polyesters,12.335418,3.589368
PTC3728,19,Polyphenylenes,7.4393744,6.1208215
PTC2189,9,Polyesters,3.7315998,20.738392
PTC4366,11,Polyurethanes,6.4237194,16.029322
PTC2351,15,Polycarbonates,7.2240353,18.540247
PTC0101,9,Polyesters,12.330152,11.8448105
PTC4521,10,Polyamides,22.769424,13.497434
PTC0365,4,Polyacrylics,14.54357,11.507371
PTC0105,9,Polyesters,11.712156,12.284511
PTC0330,4,Polyacrylics,14.614943,12.015925
PTC2127,7,Polyethers,-4.7739563,0.879455
PTC3882,17,Polyketones,7.243543,6.3330336
PTC2966,10,Polyamides,7.67364,11.517746
PTC1419,11,Polyurethanes,12.765816,-6.7463784
PTC1074,9,Polyesters,11.957262,7.2263827
PTC0194,4,Polyacrylics,14.581947,11.5250025
PTC0934,9,Polyesters,8.507639,14.963765
PTC3716,19,Polyphenylenes,9.837999,4.745758
PTC3420,15,Polycarbonates,-10.582858,4.735303
PTC4399,7,Polyethers,9.2079525,4.8537774
PTC2904,10,Polyamides,3.9938078,4.9099894
PTC3412,15,Polycarbonates,9.242944,12.467985
PTC1328,10,Polyamides,-1.0481018,16.378725
PTC2737,9,Polyesters,9.101897,16.372437
PTC2005,7,Polyethers,5.4619627,10.891354
PTC1055,9,Polyesters,11.187894,7.916955
PTC1591,14,Polyanhydrides,2.6861303,21.224482
PTC1679,16,Polyimines,0.62623566,9.115231
PTC1178,10,Polyamides,18.022184,4.0299616
PTC3862,17,Polyketones,6.758268,10.405504
PTC1489,12,Polyureas,15.400193,-2.4602184
PTC3282,13,Polyimides,12.756777,18.585207
PTC1209,10,Polyamides,-5.844887,-4.268499
PTC4465,16,Polyimines,0.5475388,9.012871
PTC0685,7,Polyethers,17.9009,12.382417
PTC1821,3,Polyvinyls,7.392411,-2.181966
PTC1365,10,Polyamides,7.2900467,10.942341
PTC3015,12,Polyureas,6.447358,10.486547
PTC1576,14,Polyanhydrides,2.60823,21.304699
PTC0935,9,Polyesters,-6.1555524,20.120392
PTC2113,7,Polyethers,5.620884,11.925333
PTC1442,11,Polyurethanes,8.7698555,11.523827
PTC4307,9,Polyesters,0.9304849,-3.7545083
PTC0577,7,Polyethers,7.5423036,4.7311525
PTC1206,10,Polyamides,6.64847,12.1349325
PTC1896,4,Polyacrylics,3.4004242,12.618774
PTC1260,10,Polyamides,4.23862,4.0358024
PTC0888,9,Polyesters,5.7038813,20.667536
PTC2812,9,Polyesters,13.102671,22.62161
PTC1347,10,Polyamides,-3.6160989,-4.733938
PTC1550,13,Polyimides,-0.24915212,4.9446807
PTC0725,8,Polysulfides,0.86427337,20.186378
PTC1354,10,Polyamides,4.312726,18.223557
PTC0591,11,Polyurethanes,13.887963,16.152533
PTC1332,10,Polyamides,22.889198,9.85037
PTC2633,9,Polyesters,7.544359,13.186773
PTC2741,9,Polyesters,7.887071,-8.560357
PTC2650,9,Polyesters,-4.4624534,-0.901765
PTC1486,12,Polyureas,15.475122,-2.4850857
PTC1434,11,Polyurethanes,7.2178736,15.432933
PTC3124,11,Polyurethanes,14.191874,16.346546
PTC0605,18,Polysulfones,8.925746,2.0384903
PTC4244,17,Polyketones,6.9884005,9.718561
PTC1791,4,Polyacrylics,2.7556534,12.759492
PTC0046,10,Polyamides,3.9780486,4.9712353
PTC0173,3,Polyvinyls,2.8715096,12.377615
PTC3417,15,Polycarbonates,8.081772,9.7661085
PTC2103,7,Polyethers,6.7623725,5.064806
PTC1855,3,Polyvinyls,6.093185,8.566147
PTC1182,10,Polyamides,23.59172,0.4542711
PTC3712,19,Polyphenylenes,5.9908733,6.776726
PTC2665,9,Polyesters,12.354626,10.511285
PTC3779,4,Polyacrylics,14.084281,12.035762
PTC1161,10,Polyamides,7.0466695,13.816764
PTC3445,15,Polycarbonates,6.1961737,8.701544
PTC4390,9,Polyesters,11.63701,7.4770584
PTC4167,9,Polyesters,3.4365346,6.677271
PTC0993,9,Polyesters,12.769148,3.561898
PTC4258,19,Polyphenylenes,7.2044387,6.0266585
PTC4245,17,Polyketones,7.0202904,9.607479
PTC2437,8,Polysulfides,0.86247736,20.186377
PTC0872,9,Polyesters,15.574939,15.779779
PTC0584,9,Polyesters,5.836272,4.563103
PTC1165,10,Polyamides,7.031701,13.842947
PTC1060,9,Polyesters,11.330868,12.086725
PTC0035,1,Polyolefins,4.318366,11.63141
PTC1143,10,Polyamides,13.27061,-1.3301688
PTC0001,4,Polyacrylics,3.076593,12.180035
PTC1478,12,Polyureas,16.012705,-2.7364633
PTC2097,7,Polyethers,7.1233616,3.3940873
PTC3102,11,Polyurethanes,14.053712,16.271446
PTC2856,10,Polyamides,-3.1781902,17.289272
PTC4365,11,Polyurethanes,6.4251347,16.027851
PTC4469,16,Polyimines,0.5656956,9.112551
PTC0481,10,Polyamides,7.467599,27.081627
PTC2789,9,Polyesters,6.860749,11.981504
PTC3294,13,Polyimides,-2.82866,1.4833915
PTC2298,17,Polyketones,3.8773348,2.498514
PTC4194,2,Polystyrenes,3.6911728,10.134323
PTC4226,11,Polyurethanes,6.9019217,10.644545
PTC0505,10,Polyamides,8.521388,11.397265
PTC0543,9,Polyesters,7.2919555,11.87898
PTC1420,11,Polyurethanes,12.765824,-6.746387
PTC1276,10,Polyamides,7.467432,27.081844
PTC4249,17,Polyketones,7.419472,6.208227
PTC1485,12,Polyureas,15.397551,-2.4585927
PTC1865,5,Polyhalo-olefins,4.0322886,23.132118
PTC2365,15,Polycarbonates,7.1717834,18.585575
PTC1977,9,Polyesters,18.40933,8.601096
PTC1895,4,Polyacrylics,3.3423584,12.9428625
PTC1309,10,Polyamides,13.648611,12.303244
PTC0024,4,Polyacrylics,2.4421031,12.789896
PTC2949,11,Polyurethanes,1.2894319,-7.0545278
PTC0862,9,Polyesters,3.036586,1.5004023
PTC3286,13,Polyimides,-2.2822642,8.683565
PTC2804,9,Polyesters,12.243607,3.7038689
PTC2840,9,Polyesters,17.244041,4.84796
PTC1225,10,Polyamides,11.146625,-9.7094
PTC2640,9,Polyesters,-4.4991074,-0.8799674
PTC1195,10,Polyamides,23.485792,0.3660875
PTC3105,11,Polyurethanes,13.845488,15.812433
PTC1378,11,Polyurethanes,14.63688,16.356314
PTC1101,10,Polyamides,-3.2087877,17.31954
PTC1391,11,Polyurethanes,14.715106,16.429867
PTC0871,9,Polyesters,12.337682,3.5881767
PTC4265,17,Polyketones,7.058887,9.597234
PTC1609,15,Polycarbonates,10.534251,6.9068136
PTC0379,5,Polyhalo-olefins,6.7497716,9.512372
PTC2892,10,Polyamides,6.25388,2.6455398
PTC3719,19,Polyphenylenes,7.1099424,5.7254634
PTC1409,11,Polyurethanes,7.0809927,16.658304
PTC1433,11,Polyurethanes,8.939887,16.657047
PTC1892,4,Polyacrylics,1.5878761,13.003975
PTC1627,15,Polycarbonates,10.65941,6.8497853
PTC2985,10,Polyamides,6.6138515,13.036784
PTC4165,9,Polyesters,3.443623,6.669969
PTC1468,12,Polyureas,15.949769,-2.6795187
PTC1386,11,Polyurethanes,8.434097,19.864073
PTC1577,14,Polyanhydrides,2.6825569,21.227316
PTC4017,12,Polyureas,6.614144,10.217648
PTC2360,18,Polysulfones,8.48404,2.6347203
PTC0938,9,Polyesters,13.110423,22.629118
PTC3778,19,Polyphenylenes,7.5958195,6.137315
PTC4069,16,Polyimines,5.8554735,8.951785
PTC1655,15,Polycarbonates,10.620242,7.1088924
PTC4374,3,Polyvinyls,1.5736297,17.51915
PTC4357,10,Polyamides,22.884592,9.858758
PTC2434,8,Polysulfides,10.256548,5.0697894
PTC2370,15,Polycarbonates,7.196582,18.558313
PTC1150,10,Polyamides,6.9561377,10.734093
PTC2964,10,Polyamides,23.449194,0.31175593
PTC3213,13,Polyimides,-2.7973053,1.5840462
PTC0607,11,Polyurethanes,6.9294133,16.445423
PTC1135,10,Polyamides,-6.294104,12.845254
PTC0394,6,Polydienes,5.1603923,10.281931
PTC3932,7,Polyethers,7.0967913,4.946502
PTC2870,10,Polyamides,-9.353923,0.4719948
PTC3652,16,Polyimines,0.7463244,9.3435335
PTC0686,11,Polyurethanes,8.084519,7.8157125
PTC4391,9,Polyesters,11.061741,8.025709
PTC0780,11,Polyurethanes,8.690946,11.439156
PTC1546,13,Polyimides,-0.79010594,4.5500736
PTC0488,10,Polyamides,22.76749,13.495249
PTC1863,4,Polyacrylics,6.3213463,8.421193
PTC3230,13,Polyimides,-2.6715186,1.3512355
PTC0501,10,Polyamides,-11.0494375,10.444096
PTC0757,15,Polycarbonates,10.750824,7.144534
PTC3780,19,Polyphenylenes,3.9025795,9.994537
PTC2628,9,Polyesters,8.940627,16.466
PTC3065,10,Polyamides,23.3796,0.27058274
PTC0454,7,Polyethers,10.108027,19.144943
PTC2880,10,Polyamides,5.9507914,13.88859
PTC1989,10,Polyamides,7.7608957,11.476424
PTC2412,10,Polyamides,17.268692,4.7963676
PTC1676,18,Polysulfones,6.16586,9.617795
PTC0583,9,Polyesters,5.8551836,4.5474954
PTC0002,4,Polyacrylics,3.4136336,12.51757
PTC0641,9,Polyesters,-3.6052332,15.95753
PTC3268,13,Polyimides,-0.58888507,4.727073
PTC4373,3,Polyvinyls,1.5864506,17.512075
PTC3438,15,Polycarbonates,10.771401,7.381514
PTC1466,11,Polyurethanes,6.5895324,16.037888
PTC0766,8,Polysulfides,8.950881,14.003629
PTC3400,15,Polycarbonates,6.788681,12.218405
PTC1702,13,Polyimides,5.9097137,9.430051
PTC0537,9,Polyesters,9.735515,12.481711
PTC4222,11,Polyurethanes,13.877618,16.165442
PTC0744,11,Polyurethanes,19.032965,13.602894
PTC0273,3,Polyvinyls,4.747661,10.628392
PTC0825,9,Polyesters,18.43735,10.6531725
PTC1355,10,Polyamides,4.313597,18.225471
PTC1082,9,Polyesters,11.726928,11.690857
PTC0426,7,Polyethers,5.865565,11.633897
PTC1873,4,Polyacrylics,6.3425426,8.297735
PTC0694,10,Polyamides,6.231888,2.3355417
PTC0508,11,Polyurethanes,13.525135,16.337864
PTC1253,10,Polyamides,6.703935,12.831987
PTC4491,10,Polyamides,6.647717,12.465384
PTC0813,9,Polyesters,13.07996,22.597631
PTC1280,10,Polyamides,8.820383,11.205429
PTC3660,16,Polyimines,6.1688128,9.976883
PTC0421,7,Polyethers,5.6330647,11.502922
PTC3196,13,Polyimides,4.7061214,8.802235
PTC4477,16,Polyimines,0.5631567,9.017924
PTC4156,10,Polyamides,3.9649117,4.92382
PTC4482,2,Polystyrenes,3.551669,10.157505
PTC0063,14,Polyanhydrides,10.717434,9.011712
PTC0830,9,Polyesters,6.906343,10.717224
PTC3915,17,Polyketones,6.844606,10.572753
PTC0705,8,Polysulfides,9.22776,17.53944
PTC1531,13,Polyimides,-4.1290345,6.961332
PTC0052,10,Polyamides,23.4091,0.30683035
PTC2755,9,Polyesters,-4.7151785,-0.7053665
PTC4161,9,Polyesters,3.2679799,20.612015
PTC2104,7,Polyethers,6.785473,5.057256
PTC3839,19,Polyphenylenes,7.1950927,6.392755
PTC3175,13,Polyimides,-2.6740148,4.878612
PTC2668,9,Polyesters,13.114294,22.632137
PTC1473,12,Polyureas,16.011951,-2.740894
PTC0752,8,Polysulfides,7.1389437,6.6851726
PTC1210,10,Polyamides,-5.84383,-4.2676835
PTC0201,6,Polydienes,5.3712034,8.519094
PTC4097,10,Polyamides,3.970648,4.9619155
PTC0464,7,Polyethers,7.5211406,4.7836065
PTC0558,7,Polyethers,13.173641,4.910848
PTC1771,2,Polystyrenes,3.2715223,9.954851
PTC1073,9,Polyesters,12.245766,10.622302
PTC1428,11,Polyurethanes,-4.798896,11.380498
PTC0495,10,Polyamides,22.769485,13.497579
PTC1337,10,Polyamides,22.879173,9.864131
PTC3142,12,Polyureas,1.5987612,14.775942
PTC1495,13,Polyimides,12.7839365,18.612762
PTC0874,9,Polyesters,6.801281,11.957118
PTC2289,15,Polycarbonates,5.227103,-2.221275
PTC0499,10,Polyamides,-2.5357854,18.895487
PTC1507,13,Polyimides,0.514423,3.9524746
PTC1631,15,Polycarbonates,9.375719,12.950366
PTC1202,10,Polyamides,23.483227,0.3159575
PTC2982,10,Polyamides,5.8053393,14.12482
PTC0675,7,Polyethers,8.466577,10.078473
PTC3812,15,Polycarbonates,7.5854535,4.828695
PTC4237,7,Polyethers,6.911901,9.449711
PTC0502,10,Polyamides,-11.036381,10.460093
PTC4241,7,Polyethers,7.269051,5.143723
PTC2721,9,Polyesters,-6.7453046,10.766615
PTC0991,9,Polyesters,11.039621,10.660516
PTC0818,9,Polyesters,10.440761,7.026204
PTC3391,15,Polycarbonates,11.129277,7.167518
PTC1001,9,Polyesters,10.452158,9.699035
PTC2039,7,Polyethers,5.9918537,8.643655
PTC1455,11,Polyurethanes,8.762199,11.49001
PTC4243,19,Polyphenylenes,7.331241,6.116671
PTC0061,10,Polyamides,13.293116,-1.3121711
PTC0910,9,Polyesters,9.369841,12.957534
PTC1080,13,Polyimides,-2.468496,21.855652
PTC0676,7,Polyethers,8.7523985,10.052744
PTC0734,10,Polyamides,23.445276,0.38950342
PTC3103,11,Polyurethanes,6.816719,16.197374
PTC4239,19,Polyphenylenes,7.058802,6.0113406
PTC1229,10,Polyamides,-9.353958,0.47201315
PTC0023,4,Polyacrylics,1.4785241,13.071937
PTC4217,7,Polyethers,10.11049,19.146687
PTC3336,13,Polyimides,-0.9885721,5.1906996
PTC1123,10,Polyamides,4.3335247,18.129986
PTC1504,13,Polyimides,0.48196086,3.952007
PTC2021,7,Polyethers,16.36827,2.2761703
PTC2948,11,Polyurethanes,1.2893788,-7.0545883
PTC0884,9,Polyesters,6.498354,11.878652
PTC0139,18,Polysulfones,8.894941,2.2655392
PTC0020,4,Polyacrylics,1.5459177,13.009746
PTC0683,17,Polyketones,7.6242986,2.415573
PTC2764,9,Polyesters,13.2194805,22.731127
PTC1301,10,Polyamides,7.6123357,12.557103
PTC0901,9,Polyesters,11.028063,15.83673
PTC3956,14,Polyanhydrides,10.724969,8.739085
PTC4510,9,Polyesters,11.988301,7.3401103
PTC4335,9,Polyesters,11.918246,16.601395
PTC2979,10,Polyamides,5.896165,13.963328
PTC0928,9,Polyesters,10.482159,9.650964
PTC2742,9,Polyesters,7.884161,-8.557934
PTC0202,6,Polydienes,6.369154,8.969165
PTC1587,14,Polyanhydrides,2.6819923,21.225954
PTC0206,6,Polydienes,5.1832566,8.306013
PTC1614,15,Polycarbonates,10.575374,6.930972
PTC2024,7,Polyethers,16.367966,2.2758977
PTC0916,9,Polyesters,13.331635,22.834621
PTC3740,7,Polyethers,7.2318854,3.630384
PTC4497,13,Polyimides,4.9847717,11.896737
PTC3328,13,Polyimides,-2.0004382,7.9954643
PTC0511,14,Polyanhydrides,7.828694,6.552234
PTC1189,10,Polyamides,23.411587,0.30814025
PTC3703,19,Polyphenylenes,12.63324,9.447926
PTC0141,5,Polyhalo-olefins,6.509744,9.002435
PTC1130,10,Polyamides,4.3136334,18.223684
PTC0175,3,Polyvinyls,2.833732,12.465363
PTC0456,7,Polyethers,-6.372204,1.2077817
PTC0767,8,Polysulfides,18.00863,12.659913
PTC2984,10,Polyamides,5.95728,13.895536
PTC2385,9,Polyesters,9.969048,12.833642
PTC3168,13,Polyimides,0.12619683,3.873656
PTC0140,5,Polyhalo-olefins,6.061876,9.437321
PTC0207,6,Polydienes,5.2527933,8.371027
PTC0810,9,Polyesters,13.180904,22.697464
PTC2078,7,Polyethers,7.6896663,6.4502125
PTC0091,7,Polyethers,13.892958,0.8508034
PTC2322,7,Polyethers,9.885937,5.2588987
PTC3998,10,Polyamides,7.4648514,6.3845906
PTC1036,9,Polyesters,11.756503,7.8065886
PTC1500,13,Polyimides,0.50787836,4.0061126
PTC1594,14,Polyanhydrides,2.6858447,21.223808
PTC0525,14,Polyanhydrides,4.509261,5.9746113
PTC4221,7,Polyethers,-6.3659163,1.2103876
PTC4517,13,Polyimides,5.0205274,8.792343
PTC3655,16,Polyimines,0.73766696,9.342025
PTC2670,9,Polyesters,7.3084507,12.969157
PTC4084,6,Polydienes,6.0659823,9.443002
PTC2337,9,Polyesters,0.0550499,17.00879
PTC1717,18,Polysulfones,9.017673,-0.2320645
PTC0941,9,Polyesters,17.730124,2.0370226
PTC1992,7,Polyethers,6.137594,9.509795
PTC3645,17,Polyketones,6.65402,3.3452933
PTC2645,9,Polyesters,7.518389,13.182542
PTC3661,16,Polyimines,6.1374526,9.408968
PTC3775,4,Polyacrylics,14.213852,11.968235
PTC0894,9,Polyesters,11.029592,15.827241
PTC0003,4,Polyacrylics,3.687254,12.939143
PTC0652,9,Polyesters,19.912886,4.4618435
PTC0483,10,Polyamides,7.466784,27.082386
PTC3333,13,Polyimides,-3.1069155,7.1051717
PTC4364,11,Polyurethanes,6.380069,16.009668
PTC0630,10,Polyamides,5.966331,18.964127
PTC0588,11,Polyurethanes,13.4875965,16.370258
PTC1341,10,Polyamides,22.880651,9.862855
PTC0552,7,Polyethers,11.882057,20.100132
PTC1691,16,Polyimines,11.929267,20.158466
PTC0278,3,Polyvinyls,4.799293,10.525248
PTC0749,11,Polyurethanes,-6.7694817,14.452193
PTC3571,16,Polyimines,6.7083054,8.923055
PTC1488,12,Polyureas,15.393406,-2.4631546
PTC1380,11,Polyurethanes,8.434089,19.866203
PTC2022,7,Polyethers,16.367859,2.2758467
PTC1314,10,Polyamides,17.506287,6.4770637
PTC0042,1,Polyolefins,4.824593,10.5370865
PTC0973,9,Polyesters,3.139354,1.5989515
PTC0892,9,Polyesters,7.000816,10.368982
PTC0619,9,Polyesters,19.912724,4.461899
PTC0204,6,Polydienes,5.1963196,8.327932
PTC1269,10,Polyamides,-11.0545225,10.443004
PTC1931,5,Polyhalo-olefins,7.55349,9.541064
PTC1353,10,Polyamides,-4.984475,-0.090093195
PTC1853,5,Polyhalo-olefins,6.6984386,9.236455
PTC1249,10,Polyamides,6.143787,13.093287
PTC4127,7,Polyethers,3.6566174,10.0174465
PTC1240,10,Polyamides,7.8495064,11.0112295
PTC1758,1,Polyolefins,5.8837113,8.893547
PTC1090,10,Polyamides,23.364004,0.2571113
PTC2366,15,Polycarbonates,7.1648097,18.596346
